trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
5191987412074496:4,08:45:00,08:45:00,zenbus:StopPoint:SP:830780017:LOC,29,,,,10507,
5191987412074496:4,08:46:00,08:46:00,zenbus:StopPoint:SP:824770008:LOC,30,,,,10943,
5191987412074496:4,08:47:00,08:47:00,zenbus:StopPoint:SP:810270007:LOC,31,,,,11175,
5191987412074496:4,08:48:00,08:48:00,zenbus:StopPoint:SP:858800008:LOC,32,,,,11487,
5191987412074496:4,08:49:00,08:49:00,zenbus:StopPoint:SP:851140008:LOC,33,,,,11690,
5191987412074496:4,08:50:00,08:50:00,zenbus:StopPoint:SP:849340011:LOC,34,,,,12135,
5191987412074496:4,08:50:00,08:50:00,zenbus:StopPoint:SP:814590010:LOC,35,,,,12350,
5191987412074496:4,08:51:00,08:51:00,zenbus:StopPoint:SP:836080008:LOC,36,,,,12563,
5191987412074496:4,08:53:00,08:53:00,zenbus:StopPoint:SP:856850012:LOC,37,,,,13549,
5191987412074496:4,08:54:00,08:54:00,zenbus:StopPoint:SP:831800015:LOC,38,,,,13780,
5191987412074496:4,08:55:00,08:55:00,zenbus:StopPoint:SP:828600014:LOC,39,,,,14163,
5191987412074496:4,08:56:00,08:56:00,zenbus:StopPoint:SP:843720015:LOC,40,,,,14344,
5191987412074496:4,08:57:00,08:57:00,zenbus:StopPoint:SP:856830009:LOC,41,,,,14543,
5191987412074496:4,08:58:00,08:58:00,zenbus:StopPoint:SP:837880006:LOC,42,,,,14736,
5191987412074496:5,08:40:00,08:40:00,zenbus:StopPoint:SP:856850007:LOC,0,,,,0,
5191987412074496:5,08:41:00,08:41:00,zenbus:StopPoint:SP:834480007:LOC,1,,,,287,
5191987412074496:5,08:41:00,08:41:00,zenbus:StopPoint:SP:856840005:LOC,2,,,,601,
5191987412074496:5,08:42:00,08:42:00,zenbus:StopPoint:SP:851150005:LOC,3,,,,856,
5191987412074496:5,08:42:00,08:42:00,zenbus:StopPoint:SP:853080006:LOC,4,,,,1014,
5191987412074496:5,08:44:00,08:44:00,zenbus:StopPoint:SP:843760005:LOC,5,,,,2966,
5191987412074496:5,08:45:00,08:45:00,zenbus:StopPoint:SP:849270016:LOC,6,,,,3361,
5191987412074496:5,08:46:00,08:46:00,zenbus:StopPoint:SP:810260006:LOC,7,,,,3605,
5191987412074496:5,08:48:00,08:48:00,zenbus:StopPoint:SP:824780006:LOC,9,,,,4250,
5191987412074496:5,08:51:00,08:51:00,zenbus:StopPoint:SP:839690006:LOC,10,,,,4882,
5191987412074496:5,08:55:00,08:55:00,zenbus:StopPoint:SP:851130010:LOC,11,,,,5492,
5191987412074496:5,08:56:00,08:56:00,zenbus:StopPoint:SP:826710004:LOC,12,,,,5726,
5191987412074496:5,08:57:00,08:57:00,zenbus:StopPoint:SP:863050005:LOC,13,,,,6021,
5191987412074496:5,08:58:00,08:58:00,zenbus:StopPoint:SP:843720009:LOC,14,,,,6353,
5191987412074496:5,08:59:00,08:59:00,zenbus:StopPoint:SP:849350007:LOC,15,,,,6569,
5191987412074496:5,08:59:00,08:59:00,zenbus:StopPoint:SP:853070012:LOC,16,,,,6797,
5191987412074496:5,09:00:00,09:00:00,zenbus:StopPoint:SP:826700004:LOC,17,,,,7168,
5191987412074496:5,09:01:00,09:01:00,zenbus:StopPoint:SP:828690004:LOC,18,,,,7455,
5191987412074496:5,09:03:00,09:03:00,zenbus:StopPoint:SP:843730008:LOC,19,,,,7705,
5191987412074496:6,09:10:00,09:10:00,zenbus:StopPoint:SP:856850007:LOC,0,,,,0,
5191987412074496:6,09:11:00,09:11:00,zenbus:StopPoint:SP:834480007:LOC,1,,,,292,
5191987412074496:6,09:11:00,09:11:00,zenbus:StopPoint:SP:856840005:LOC,2,,,,609,
5191987412074496:6,09:12:00,09:12:00,zenbus:StopPoint:SP:851150005:LOC,3,,,,864,
5191987412074496:6,09:12:00,09:12:00,zenbus:StopPoint:SP:853080006:LOC,4,,,,1021,
5191987412074496:6,09:14:00,09:14:00,zenbus:StopPoint:SP:843760005:LOC,5,,,,2975,
5191987412074496:6,09:15:00,09:15:00,zenbus:StopPoint:SP:849270016:LOC,6,,,,3369,
5191987412074496:6,09:16:00,09:16:00,zenbus:StopPoint:SP:810260006:LOC,7,,,,3613,
5191987412074496:6,09:18:00,09:18:00,zenbus:StopPoint:SP:824780006:LOC,9,,,,4258,
5191987412074496:6,09:21:00,09:21:00,zenbus:StopPoint:SP:839690006:LOC,10,,,,4891,
5191987412074496:6,09:25:00,09:25:00,zenbus:StopPoint:SP:851130010:LOC,11,,,,5504,
5191987412074496:6,09:26:00,09:26:00,zenbus:StopPoint:SP:826710004:LOC,12,,,,5738,
5191987412074496:6,09:27:00,09:27:00,zenbus:StopPoint:SP:863050005:LOC,13,,,,6034,
5191987412074496:6,09:28:00,09:28:00,zenbus:StopPoint:SP:843720009:LOC,14,,,,6366,
5191987412074496:6,09:29:00,09:29:00,zenbus:StopPoint:SP:849350007:LOC,15,,,,6581,
5191987412074496:6,09:29:00,09:29:00,zenbus:StopPoint:SP:853070012:LOC,16,,,,6809,
5191987412074496:6,09:30:00,09:30:00,zenbus:StopPoint:SP:826700004:LOC,17,,,,7180,
5191987412074496:6,09:31:00,09:31:00,zenbus:StopPoint:SP:828690004:LOC,18,,,,7467,
5191987412074496:6,09:33:00,09:33:00,zenbus:StopPoint:SP:843730008:LOC,19,,,,7714,
5191987412074496:6,09:34:00,09:34:00,zenbus:StopPoint:SP:828680004:LOC,20,,,,8039,
5191987412074496:6,09:35:00,09:35:00,zenbus:StopPoint:SP:837880003:LOC,21,,,,8170,
5191987412074496:6,09:36:00,09:36:00,zenbus:StopPoint:SP:834510003:LOC,22,,,,8493,
5191987412074496:6,09:38:00,09:38:00,zenbus:StopPoint:SP:843740004:LOC,23,,,,8854,
5191987412074496:6,09:39:00,09:39:00,zenbus:StopPoint:SP:834470004:LOC,24,,,,9076,
5191987412074496:6,09:40:00,09:40:00,zenbus:StopPoint:SP:843700013:LOC,26,,,,9511,
5191987412074496:6,09:42:00,09:42:00,zenbus:StopPoint:SP:828690004:LOC,27,,,,9817,
5191987412074496:6,09:44:00,09:44:00,zenbus:StopPoint:SP:843730008:LOC,28,,,,10064,
5191987412074496:6,09:45:00,09:45:00,zenbus:StopPoint:SP:830780017:LOC,29,,,,10507,
5191987412074496:6,09:46:00,09:46:00,zenbus:StopPoint:SP:824770008:LOC,30,,,,10943,
5191987412074496:6,09:47:00,09:47:00,zenbus:StopPoint:SP:810270007:LOC,31,,,,11175,
5191987412074496:6,09:48:00,09:48:00,zenbus:StopPoint:SP:858800008:LOC,32,,,,11487,
5191987412074496:6,09:49:00,09:49:00,zenbus:StopPoint:SP:851140008:LOC,33,,,,11690,
5191987412074496:6,09:50:00,09:50:00,zenbus:StopPoint:SP:849340011:LOC,34,,,,12135,
5191987412074496:6,09:50:00,09:50:00,zenbus:StopPoint:SP:814590010:LOC,35,,,,12350,
5191987412074496:6,09:51:00,09:51:00,zenbus:StopPoint:SP:836080008:LOC,36,,,,12563,
5191987412074496:6,09:53:00,09:53:00,zenbus:StopPoint:SP:856850012:LOC,37,,,,13549,
5191987412074496:6,09:54:00,09:54:00,zenbus:StopPoint:SP:831800015:LOC,38,,,,13780,
5191987412074496:6,09:55:00,09:55:00,zenbus:StopPoint:SP:828600014:LOC,39,,,,14163,
5191987412074496:6,09:56:00,09:56:00,zenbus:StopPoint:SP:843720015:LOC,40,,,,14344,
5191987412074496:6,09:57:00,09:57:00,zenbus:StopPoint:SP:856830009:LOC,41,,,,14543,
5191987412074496:6,09:58:00,09:58:00,zenbus:StopPoint:SP:837880006:LOC,42,,,,14736,
5191987412074496:7,09:40:00,09:40:00,zenbus:StopPoint:SP:856850007:LOC,0,,,,0,
5191987412074496:7,09:41:00,09:41:00,zenbus:StopPoint:SP:834480007:LOC,1,,,,287,
5191987412074496:7,09:41:00,09:41:00,zenbus:StopPoint:SP:856840005:LOC,2,,,,601,
5191987412074496:7,09:42:00,09:42:00,zenbus:StopPoint:SP:851150005:LOC,3,,,,856,
5191987412074496:7,09:42:00,09:42:00,zenbus:StopPoint:SP:853080006:LOC,4,,,,1014,
5191987412074496:7,09:44:00,09:44:00,zenbus:StopPoint:SP:843760005:LOC,5,,,,2966,
5191987412074496:7,09:45:00,09:45:00,zenbus:StopPoint:SP:849270016:LOC,6,,,,3361,
5191987412074496:7,09:46:00,09:46:00,zenbus:StopPoint:SP:810260006:LOC,7,,,,3605,
5191987412074496:7,09:48:00,09:48:00,zenbus:StopPoint:SP:824780006:LOC,9,,,,4250,
5191987412074496:7,09:51:00,09:51:00,zenbus:StopPoint:SP:839690006:LOC,10,,,,4882,
5191987412074496:7,09:55:00,09:55:00,zenbus:StopPoint:SP:851130010:LOC,11,,,,5492,
5191987412074496:7,09:56:00,09:56:00,zenbus:StopPoint:SP:826710004:LOC,12,,,,5726,
5191987412074496:7,09:57:00,09:57:00,zenbus:StopPoint:SP:863050005:LOC,13,,,,6021,
5191987412074496:7,09:58:00,09:58:00,zenbus:StopPoint:SP:843720009:LOC,14,,,,6353,
5191987412074496:7,09:59:00,09:59:00,zenbus:StopPoint:SP:849350007:LOC,15,,,,6569,
5191987412074496:7,09:59:00,09:59:00,zenbus:StopPoint:SP:853070012:LOC,16,,,,6797,
5191987412074496:7,10:00:00,10:00:00,zenbus:StopPoint:SP:826700004:LOC,17,,,,7168,
5191987412074496:7,10:01:00,10:01:00,zenbus:StopPoint:SP:828690004:LOC,18,,,,7455,
5191987412074496:7,10:03:00,10:03:00,zenbus:StopPoint:SP:843730008:LOC,19,,,,7705,
5191987412074496:8,10:10:00,10:10:00,zenbus:StopPoint:SP:856850007:LOC,0,,,,0,
5191987412074496:8,10:11:00,10:11:00,zenbus:StopPoint:SP:834480007:LOC,1,,,,292,
5191987412074496:8,10:11:00,10:11:00,zenbus:StopPoint:SP:856840005:LOC,2,,,,609,
5191987412074496:8,10:12:00,10:12:00,zenbus:StopPoint:SP:851150005:LOC,3,,,,864,
5191987412074496:8,10:12:00,10:12:00,zenbus:StopPoint:SP:853080006:LOC,4,,,,1021,
5191987412074496:8,10:14:00,10:14:00,zenbus:StopPoint:SP:843760005:LOC,5,,,,2975,
5191987412074496:8,10:15:00,10:15:00,zenbus:StopPoint:SP:849270016:LOC,6,,,,3369,
5191987412074496:8,10:16:00,10:16:00,zenbus:StopPoint:SP:810260006:LOC,7,,,,3613,
5191987412074496:8,10:18:00,10:18:00,zenbus:StopPoint:SP:824780006:LOC,9,,,,4258,
5191987412074496:8,10:21:00,10:21:00,zenbus:StopPoint:SP:839690006:LOC,10,,,,4891,
5191987412074496:8,10:25:00,10:25:00,zenbus:StopPoint:SP:851130010:LOC,11,,,,5504,
5191987412074496:8,10:26:00,10:26:00,zenbus:StopPoint:SP:826710004:LOC,12,,,,5738,
5191987412074496:8,10:27:00,10:27:00,zenbus:StopPoint:SP:863050005:LOC,13,,,,6034,
5191987412074496:8,10:28:00,10:28:00,zenbus:StopPoint:SP:843720009:LOC,14,,,,6366,
5191987412074496:8,10:29:00,10:29:00,zenbus:StopPoint:SP:849350007:LOC,15,,,,6581,
5191987412074496:8,10:29:00,10:29:00,zenbus:StopPoint:SP:853070012:LOC,16,,,,6809,
5191987412074496:8,10:30:00,10:30:00,zenbus:StopPoint:SP:826700004:LOC,17,,,,7180,
5191987412074496:8,10:31:00,10:31:00,zenbus:StopPoint:SP:828690004:LOC,18,,,,7467,
5191987412074496:8,10:33:00,10:33:00,zenbus:StopPoint:SP:843730008:LOC,19,,,,7714,
5191987412074496:8,10:34:00,10:34:00,zenbus:StopPoint:SP:828680004:LOC,20,,,,8039,
5191987412074496:8,10:35:00,10:35:00,zenbus:StopPoint:SP:837880003:LOC,21,,,,8170,
5191987412074496:8,10:36:00,10:36:00,zenbus:StopPoint:SP:834510003:LOC,22,,,,8493,
5191987412074496:8,10:38:00,10:38:00,zenbus:StopPoint:SP:843740004:LOC,23,,,,8854,
5191987412074496:8,10:39:00,10:39:00,zenbus:StopPoint:SP:834470004:LOC,24,,,,9076,
5191987412074496:8,10:40:00,10:40:00,zenbus:StopPoint:SP:843700013:LOC,26,,,,9511,
5191987412074496:8,10:42:00,10:42:00,zenbus:StopPoint:SP:828690004:LOC,27,,,,9817,
5191987412074496:8,10:44:00,10:44:00,zenbus:StopPoint:SP:843730008:LOC,28,,,,10064,
5191987412074496:8,10:45:00,10:45:00,zenbus:StopPoint:SP:830780017:LOC,29,,,,10507,
5191987412074496:8,10:46:00,10:46:00,zenbus:StopPoint:SP:824770008:LOC,30,,,,10943,
5191987412074496:8,10:47:00,10:47:00,zenbus:StopPoint:SP:810270007:LOC,31,,,,11175,
5191987412074496:8,10:48:00,10:48:00,zenbus:StopPoint:SP:858800008:LOC,32,,,,11487,
5191987412074496:8,10:49:00,10:49:00,zenbus:StopPoint:SP:851140008:LOC,33,,,,11690,
5191987412074496:8,10:50:00,10:50:00,zenbus:StopPoint:SP:849340011:LOC,34,,,,12135,
5191987412074496:8,10:50:00,10:50:00,zenbus:StopPoint:SP:814590010:LOC,35,,,,12350,
5191987412074496:8,10:51:00,10:51:00,zenbus:StopPoint:SP:836080008:LOC,36,,,,12563,
5191987412074496:8,10:53:00,10:53:00,zenbus:StopPoint:SP:856850012:LOC,37,,,,13549,
5191987412074496:8,10:54:00,10:54:00,zenbus:StopPoint:SP:831800015:LOC,38,,,,13780,
5191987412074496:8,10:55:00,10:55:00,zenbus:StopPoint:SP:828600014:LOC,39,,,,14163,
5191987412074496:8,10:56:00,10:56:00,zenbus:StopPoint:SP:843720015:LOC,40,,,,14344,
5191987412074496:8,10:57:00,10:57:00,zenbus:StopPoint:SP:856830009:LOC,41,,,,14543,
5191987412074496:8,10:58:00,10:58:00,zenbus:StopPoint:SP:837880006:LOC,42,,,,14736,
5191987412074496:9,10:40:00,10:40:00,zenbus:StopPoint:SP:856850007:LOC,0,,,,0,
5191987412074496:9,10:41:00,10:41:00,zenbus:StopPoint:SP:834480007:LOC,1,,,,287,
5191987412074496:9,10:41:00,10:41:00,zenbus:StopPoint:SP:856840005:LOC,2,,,,601,
5191987412074496:9,10:42:00,10:42:00,zenbus:StopPoint:SP:851150005:LOC,3,,,,856,
5191987412074496:9,10:42:00,10:42:00,zenbus:StopPoint:SP:853080006:LOC,4,,,,1014,
5191987412074496:9,10:44:00,10:44:00,zenbus:StopPoint:SP:843760005:LOC,5,,,,2966,
5191987412074496:9,10:45:00,10:45:00,zenbus:StopPoint:SP:849270016:LOC,6,,,,3361,
5191987412074496:9,10:46:00,10:46:00,zenbus:StopPoint:SP:810260006:LOC,7,,,,3605,
5191987412074496:9,10:48:00,10:48:00,zenbus:StopPoint:SP:824780006:LOC,9,,,,4250,
5191987412074496:9,10:51:00,10:51:00,zenbus:StopPoint:SP:839690006:LOC,10,,,,4882,
5191987412074496:9,10:55:00,10:55:00,zenbus:StopPoint:SP:851130010:LOC,11,,,,5492,
5191987412074496:9,10:56:00,10:56:00,zenbus:StopPoint:SP:826710004:LOC,12,,,,5726,
5191987412074496:9,10:57:00,10:57:00,zenbus:StopPoint:SP:863050005:LOC,13,,,,6021,
5191987412074496:9,10:58:00,10:58:00,zenbus:StopPoint:SP:843720009:LOC,14,,,,6353,
5191987412074496:9,10:59:00,10:59:00,zenbus:StopPoint:SP:849350007:LOC,15,,,,6569,
5191987412074496:9,10:59:00,10:59:00,zenbus:StopPoint:SP:853070012:LOC,16,,,,6797,
5191987412074496:9,11:00:00,11:00:00,zenbus:StopPoint:SP:826700004:LOC,17,,,,7168,
5191987412074496:9,11:01:00,11:01:00,zenbus:StopPoint:SP:828690004:LOC,18,,,,7455,
5191987412074496:9,11:03:00,11:03:00,zenbus:StopPoint:SP:843730008:LOC,19,,,,7705,
5191987412074496:10,11:20:00,11:20:00,zenbus:StopPoint:SP:856850007:LOC,0,,,,0,
5191987412074496:10,11:21:00,11:21:00,zenbus:StopPoint:SP:834480007:LOC,1,,,,292,
5191987412074496:10,11:21:00,11:21:00,zenbus:StopPoint:SP:856840005:LOC,2,,,,609,
5191987412074496:10,11:22:00,11:22:00,zenbus:StopPoint:SP:851150005:LOC,3,,,,864,
5191987412074496:10,11:22:00,11:22:00,zenbus:StopPoint:SP:853080006:LOC,4,,,,1021,
5191987412074496:10,11:24:00,11:24:00,zenbus:StopPoint:SP:843760005:LOC,5,,,,2975,
5191987412074496:10,11:25:00,11:25:00,zenbus:StopPoint:SP:849270016:LOC,6,,,,3369,
5191987412074496:10,11:26:00,11:26:00,zenbus:StopPoint:SP:810260006:LOC,7,,,,3613,
5191987412074496:10,11:28:00,11:28:00,zenbus:StopPoint:SP:824780006:LOC,9,,,,4258,
5191987412074496:10,11:31:00,11:31:00,zenbus:StopPoint:SP:839690006:LOC,10,,,,4891,
5191987412074496:10,11:35:00,11:35:00,zenbus:StopPoint:SP:851130010:LOC,11,,,,5504,
5191987412074496:10,11:36:00,11:36:00,zenbus:StopPoint:SP:826710004:LOC,12,,,,5738,
5191987412074496:10,11:37:00,11:37:00,zenbus:StopPoint:SP:863050005:LOC,13,,,,6034,
5191987412074496:10,11:38:00,11:38:00,zenbus:StopPoint:SP:843720009:LOC,14,,,,6366,
5191987412074496:10,11:39:00,11:39:00,zenbus:StopPoint:SP:849350007:LOC,15,,,,6581,
5191987412074496:10,11:40:00,11:40:00,zenbus:StopPoint:SP:853070012:LOC,16,,,,6809,
5191987412074496:10,11:41:00,11:41:00,zenbus:StopPoint:SP:826700004:LOC,17,,,,7180,
5191987412074496:10,11:42:00,11:42:00,zenbus:StopPoint:SP:828690004:LOC,18,,,,7467,
5191987412074496:10,11:44:00,11:44:00,zenbus:StopPoint:SP:843730008:LOC,19,,,,7714,
5191987412074496:10,11:45:00,11:45:00,zenbus:StopPoint:SP:828680004:LOC,20,,,,8039,
5191987412074496:10,11:46:00,11:46:00,zenbus:StopPoint:SP:837880003:LOC,21,,,,8170,
5191987412074496:10,11:47:00,11:47:00,zenbus:StopPoint:SP:834510003:LOC,22,,,,8493,
5191987412074496:10,11:49:00,11:49:00,zenbus:StopPoint:SP:843740004:LOC,23,,,,8854,
5191987412074496:10,11:50:00,11:50:00,zenbus:StopPoint:SP:834470004:LOC,24,,,,9076,
5191987412074496:10,11:51:00,11:51:00,zenbus:StopPoint:SP:843700013:LOC,26,,,,9511,
5191987412074496:10,11:53:00,11:53:00,zenbus:StopPoint:SP:828690004:LOC,27,,,,9817,
5191987412074496:10,11:56:00,11:56:00,zenbus:StopPoint:SP:843730008:LOC,28,,,,10064,
5191987412074496:10,11:57:00,11:57:00,zenbus:StopPoint:SP:830780017:LOC,29,,,,10507,
5191987412074496:10,11:58:00,11:58:00,zenbus:StopPoint:SP:824770008:LOC,30,,,,10943,
5191987412074496:10,11:59:00,11:59:00,zenbus:StopPoint:SP:810270007:LOC,31,,,,11175,
5191987412074496:10,12:00:00,12:00:00,zenbus:StopPoint:SP:858800008:LOC,32,,,,11487,
5191987412074496:10,12:01:00,12:01:00,zenbus:StopPoint:SP:851140008:LOC,33,,,,11690,
5191987412074496:10,12:02:00,12:02:00,zenbus:StopPoint:SP:849340011:LOC,34,,,,12135,
5191987412074496:10,12:02:00,12:02:00,zenbus:StopPoint:SP:814590010:LOC,35,,,,12350,
5191987412074496:10,12:03:00,12:03:00,zenbus:StopPoint:SP:836080008:LOC,36,,,,12563,
5191987412074496:10,12:05:00,12:05:00,zenbus:StopPoint:SP:856850012:LOC,37,,,,13549,
5191987412074496:10,12:06:00,12:06:00,zenbus:StopPoint:SP:831800015:LOC,38,,,,13780,
5191987412074496:10,12:07:00,12:07:00,zenbus:StopPoint:SP:828600014:LOC,39,,,,14163,
5191987412074496:10,12:08:00,12:08:00,zenbus:StopPoint:SP:843720015:LOC,40,,,,14344,
5191987412074496:10,12:09:00,12:09:00,zenbus:StopPoint:SP:856830009:LOC,41,,,,14543,
5191987412074496:10,12:10:00,12:10:00,zenbus:StopPoint:SP:837880006:LOC,42,,,,14736,
5191987412074496:11,11:50:00,11:50:00,zenbus:StopPoint:SP:856850007:LOC,0,,,,0,
5191987412074496:11,11:51:00,11:51:00,zenbus:StopPoint:SP:834480007:LOC,1,,,,292,
5191987412074496:11,11:51:00,11:51:00,zenbus:StopPoint:SP:856840005:LOC,2,,,,609,
5191987412074496:11,11:52:00,11:52:00,zenbus:StopPoint:SP:851150005:LOC,3,,,,864,
5191987412074496:11,11:52:00,11:52:00,zenbus:StopPoint:SP:853080006:LOC,4,,,,1021,
5191987412074496:11,11:54:00,11:54:00,zenbus:StopPoint:SP:843760005:LOC,5,,,,2975,
5191987412074496:11,11:55:00,11:55:00,zenbus:StopPoint:SP:849270016:LOC,6,,,,3369,
5191987412074496:11,11:56:00,11:56:00,zenbus:StopPoint:SP:810260006:LOC,7,,,,3613,
5191987412074496:11,11:58:00,11:58:00,zenbus:StopPoint:SP:824780006:LOC,9,,,,4258,
5191987412074496:11,12:01:00,12:01:00,zenbus:StopPoint:SP:839690006:LOC,10,,,,4891,
5191987412074496:11,12:06:00,12:06:00,zenbus:StopPoint:SP:851130010:LOC,11,,,,5504,
5191987412074496:11,12:07:00,12:07:00,zenbus:StopPoint:SP:826710004:LOC,12,,,,5738,
5191987412074496:11,12:08:00,12:08:00,zenbus:StopPoint:SP:863050005:LOC,13,,,,6034,
5191987412074496:11,12:09:00,12:09:00,zenbus:StopPoint:SP:843720009:LOC,14,,,,6366,
5191987412074496:11,12:10:00,12:10:00,zenbus:StopPoint:SP:849350007:LOC,15,,,,6581,
5191987412074496:11,12:11:00,12:11:00,zenbus:StopPoint:SP:853070012:LOC,16,,,,6809,
5191987412074496:11,12:12:00,12:12:00,zenbus:StopPoint:SP:826700004:LOC,17,,,,7180,
5191987412074496:11,12:13:00,12:13:00,zenbus:StopPoint:SP:828690004:LOC,18,,,,7467,
5191987412074496:11,12:15:00,12:15:00,zenbus:StopPoint:SP:843730008:LOC,19,,,,7714,
5191987412074496:11,12:16:00,12:16:00,zenbus:StopPoint:SP:828680004:LOC,20,,,,8039,
5191987412074496:11,12:17:00,12:17:00,zenbus:StopPoint:SP:837880003:LOC,21,,,,8170,
5191987412074496:11,12:18:00,12:18:00,zenbus:StopPoint:SP:834510003:LOC,22,,,,8493,
5191987412074496:11,12:20:00,12:20:00,zenbus:StopPoint:SP:843740004:LOC,23,,,,8854,
5191987412074496:11,12:21:00,12:21:00,zenbus:StopPoint:SP:834470004:LOC,24,,,,9076,
5191987412074496:11,12:22:00,12:22:00,zenbus:StopPoint:SP:843700013:LOC,26,,,,9511,
5191987412074496:11,12:24:00,12:24:00,zenbus:StopPoint:SP:828690004:LOC,27,,,,9817,
5191987412074496:11,12:27:00,12:27:00,zenbus:StopPoint:SP:843730008:LOC,28,,,,10064,
5191987412074496:11,12:28:00,12:28:00,zenbus:StopPoint:SP:830780017:LOC,29,,,,10507,
5191987412074496:11,12:29:00,12:29:00,zenbus:StopPoint:SP:824770008:LOC,30,,,,10943,
5191987412074496:11,12:30:00,12:30:00,zenbus:StopPoint:SP:810270007:LOC,31,,,,11175,
5191987412074496:11,12:31:00,12:31:00,zenbus:StopPoint:SP:858800008:LOC,32,,,,11487,
5191987412074496:11,12:32:00,12:32:00,zenbus:StopPoint:SP:851140008:LOC,33,,,,11690,
5191987412074496:11,12:33:00,12:33:00,zenbus:StopPoint:SP:849340011:LOC,34,,,,12135,
5191987412074496:11,12:33:00,12:33:00,zenbus:StopPoint:SP:814590010:LOC,35,,,,12350,
5191987412074496:11,12:34:00,12:34:00,zenbus:StopPoint:SP:836080008:LOC,36,,,,12563,
5191987412074496:11,12:36:00,12:36:00,zenbus:StopPoint:SP:856850012:LOC,37,,,,13549,
5191987412074496:11,12:37:00,12:37:00,zenbus:StopPoint:SP:831800015:LOC,38,,,,13780,
5191987412074496:11,12:38:00,12:38:00,zenbus:StopPoint:SP:828600014:LOC,39,,,,14163,
5191987412074496:11,12:39:00,12:39:00,zenbus:StopPoint:SP:843720015:LOC,40,,,,14344,
5191987412074496:11,12:40:00,12:40:00,zenbus:StopPoint:SP:856830009:LOC,41,,,,14543,
5191987412074496:11,12:41:00,12:41:00,zenbus:StopPoint:SP:837880006:LOC,42,,,,14736,
5191987412074496:12,12:10:00,12:10:00,zenbus:StopPoint:SP:856850007:LOC,0,,,,0,
5191987412074496:12,12:11:00,12:11:00,zenbus:StopPoint:SP:834480007:LOC,1,,,,287,
5191987412074496:12,12:11:00,12:11:00,zenbus:StopPoint:SP:856840005:LOC,2,,,,602,
5191987412074496:12,12:12:00,12:12:00,zenbus:StopPoint:SP:851150005:LOC,3,,,,857,
5191987412074496:12,12:12:00,12:12:00,zenbus:StopPoint:SP:853080006:LOC,4,,,,1014,
5191987412074496:12,12:15:00,12:15:00,zenbus:StopPoint:SP:824790009:LOC,8,,,,3520,
5191987412074496:12,12:20:00,12:20:00,zenbus:StopPoint:SP:824780006:LOC,9,,,,4595,
5191987412074496:12,12:23:00,12:23:00,zenbus:StopPoint:SP:839690006:LOC,10,,,,5232,
5191987412074496:12,12:27:00,12:27:00,zenbus:StopPoint:SP:851130010:LOC,11,,,,5843,
5191987412074496:12,12:28:00,12:28:00,zenbus:StopPoint:SP:826710004:LOC,12,,,,6077,
5191987412074496:12,12:29:00,12:29:00,zenbus:StopPoint:SP:863050005:LOC,13,,,,6372,
5191987412074496:12,12:30:00,12:30:00,zenbus:StopPoint:SP:843720009:LOC,14,,,,6704,
5191987412074496:12,12:31:00,12:31:00,zenbus:StopPoint:SP:849350007:LOC,15,,,,6920,
5191987412074496:12,12:32:00,12:32:00,zenbus:StopPoint:SP:853070012:LOC,16,,,,7148,
5191987412074496:12,12:33:00,12:33:00,zenbus:StopPoint:SP:826700004:LOC,17,,,,7519,
5191987412074496:12,12:34:00,12:34:00,zenbus:StopPoint:SP:828690004:LOC,18,,,,7806,
5191987412074496:12,12:36:00,12:36:00,zenbus:StopPoint:SP:843730008:LOC,19,,,,8056,
5191987412074496:12,12:37:00,12:37:00,zenbus:StopPoint:SP:828680004:LOC,20,,,,8381,
5191987412074496:12,12:38:00,12:38:00,zenbus:StopPoint:SP:837880003:LOC,21,,,,8512,
5191987412074496:12,12:39:00,12:39:00,zenbus:StopPoint:SP:834510003:LOC,22,,,,8835,
5191987412074496:12,12:41:00,12:41:00,zenbus:StopPoint:SP:843740004:LOC,23,,,,9196,
5191987412074496:12,12:42:00,12:42:00,zenbus:StopPoint:SP:834470004:LOC,24,,,,9421,
5191987412074496:12,12:43:00,12:43:00,zenbus:StopPoint:SP:834460007:LOC,25,,,,9816,
5191987412074496:12,12:43:00,12:43:00,zenbus:StopPoint:SP:836670001:LOC,43,,,,10549,
5191987412074496:13,13:10:00,13:10:00,zenbus:StopPoint:SP:856850007:LOC,0,,,,0,
5191987412074496:13,13:11:00,13:11:00,zenbus:StopPoint:SP:834480007:LOC,1,,,,292,
5191987412074496:13,13:11:00,13:11:00,zenbus:StopPoint:SP:856840005:LOC,2,,,,609,
5191987412074496:13,13:12:00,13:12:00,zenbus:StopPoint:SP:851150005:LOC,3,,,,864,
5191987412074496:13,13:12:00,13:12:00,zenbus:StopPoint:SP:853080006:LOC,4,,,,1021,
5191987412074496:13,13:14:00,13:14:00,zenbus:StopPoint:SP:843760005:LOC,5,,,,2975,
5191987412074496:13,13:15:00,13:15:00,zenbus:StopPoint:SP:849270016:LOC,6,,,,3369,
5191987412074496:13,13:16:00,13:16:00,zenbus:StopPoint:SP:810260006:LOC,7,,,,3613,
5191987412074496:13,13:18:00,13:18:00,zenbus:StopPoint:SP:824780006:LOC,9,,,,4258,
